ticker,side,event_date,entry,gap_vs_line_pct,slope_yr_pct,days_since_anchor,vol_ratio20,atr_pct,runup_20d,dist_from_ath_pct,dist_hi_52w_pct,dist_lo_52w_pct,rsi14,dollar_vol_m,attempt_no,touch_no,ret_s10_none,days_s10_none,ret_s10_tp20,days_s10_tp20,ret_s10_tp40,days_s10_tp40,ret_s10_atr3x,days_s10_atr3x,ret_s10_atr4x,days_s10_atr4x,ret_s15_none,days_s15_none,ret_s15_tp20,days_s15_tp20,ret_s15_tp40,days_s15_tp40,ret_s15_atr3x,days_s15_atr3x,ret_s15_atr4x,days_s15_atr4x,ret_s20_none,days_s20_none,ret_s20_tp20,days_s20_tp20,ret_s20_tp40,days_s20_tp40,ret_s20_atr3x,days_s20_atr3x,ret_s20_atr4x,days_s20_atr4x
SVV,upper,2025-08-22,11.41,0.61,-35.3,366,0.55,4.16,13.31,-57.55,-4.68,76.08,55.9,12.53,4.0,,-12.82,49,20.0,24,-12.82,49,12.47,8,16.63,23,-14.9,49,20.0,24,-14.9,49,12.47,8,16.63,23,-16.98,49,20.0,24,-16.98,49,12.47,8,16.63,23
SVV,upper,2025-08-26,11.44,1.22,-35.3,368,0.65,3.83,14.97,-57.44,-4.43,76.54,55.9,12.63,5.0,,-12.74,47,20.0,22,-12.74,47,11.5,6,15.33,20,-14.65,47,20.0,22,-14.65,47,11.5,6,15.33,20,-16.57,47,20.0,22,-16.57,47,11.5,6,15.33,20
SVV,under,2026-03-17,8.16,0.79,24.6,80,0.65,4.99,-25.14,-69.64,-41.25,23.45,32.0,10.91,,2.0,-5.34,5,-5.34,5,-5.34,5,-5.34,5,-5.34,5,-7.66,7,-7.66,7,-7.66,7,-7.66,7,-7.66,7,-10.16,7,-10.16,7,-10.16,7,-10.16,7,-10.16,7
SVV,under,2026-04-09,8.38,2.07,24.6,96,0.87,4.58,4.36,-68.82,-39.67,21.36,54.3,10.37,,6.0,-5.14,17,-5.14,17,-5.14,17,-5.14,17,-5.14,17,-6.99,22,-6.99,22,-6.99,22,-6.99,22,-6.99,22,-9.28,22,-9.28,22,-9.28,22,-9.28,22,-9.28,22
SVV,under,2026-04-15,8.28,0.5,24.6,100,1.01,4.84,1.47,-69.2,-40.39,19.91,51.9,10.3,,7.0,-4.19,13,-4.19,13,-4.19,13,-4.19,13,-4.19,13,-6.17,18,-6.17,18,-6.17,18,-6.17,18,-6.17,18,-8.59,18,-8.59,18,-8.59,18,-8.59,18,-8.59,18
SVV,under,2026-05-05,8.44,1.19,24.6,114,1.01,4.92,7.11,-68.6,-39.24,22.23,50.9,8.36,,9.0,-5.76,4,-5.76,4,-5.76,4,-5.76,4,-5.76,4,-8.22,4,-8.22,4,-8.22,4,-8.22,4,-8.22,4,-10.68,4,-10.68,4,-10.68,4,-10.68,4,-10.68,4
SWBI,upper,2021-07-28,23.87,1.49,-0.4,140,0.41,5.42,-24.75,-39.74,-39.74,87.22,41.7,72.26,2.0,,-6.92,26,-6.92,26,-6.92,26,-6.92,26,-6.92,26,-9.63,26,-9.63,26,-9.63,26,-9.63,26,-9.63,26,-12.34,30,-12.34,30,-12.34,30,-12.34,30,-12.34,30
SWBI,upper,2021-08-02,24.47,4.04,-0.4,143,0.67,4.62,-20.96,-38.22,-38.22,91.92,46.4,49.84,3.0,,-8.54,23,-8.54,23,-8.54,23,-8.54,23,-8.54,23,-10.85,23,-10.85,23,-10.85,23,-10.85,23,-10.85,23,-13.16,26,-13.16,26,-13.16,26,-13.16,26,-13.16,26
SWBI,upper,2021-08-23,23.63,0.5,-0.4,158,0.77,3.65,1.29,-40.34,-40.34,85.33,42.5,28.56,4.0,,-4.15,8,-4.15,8,-4.15,8,-4.15,8,-4.15,8,-5.97,8,-5.97,8,-5.97,8,-5.97,8,-5.97,8,-7.8,8,-7.8,8,-7.8,8,-7.8,8,-7.8,8
SWBI,upper,2021-10-01,20.93,1.83,-92.4,21,0.82,3.27,-5.25,-47.16,-47.16,44.34,39.2,22.85,2.0,,-15.96,60,-15.96,60,-15.96,60,9.81,23,13.08,32,-15.96,60,-15.96,60,-15.96,60,9.81,23,13.08,32,-15.96,60,-15.96,60,-15.96,60,9.81,23,13.08,32
SWBI,upper,2023-02-13,10.74,0.98,-55.7,48,1.0,2.83,4.78,-72.89,-41.15,30.98,55.2,5.55,2.0,,10.06,60,10.06,60,10.06,60,8.48,32,11.31,33,10.06,60,10.06,60,10.06,60,8.48,32,11.31,33,10.06,60,10.06,60,10.06,60,8.48,32,11.31,33
SWBI,upper,2026-02-02,11.12,0.07,-24.3,377,0.72,3.55,11.42,-71.93,-3.72,43.86,60.8,6.08,2.0,,38.58,60,20.0,23,40.0,60,10.65,23,14.2,23,38.58,60,20.0,23,40.0,60,10.65,23,14.2,23,38.58,60,20.0,23,40.0,60,10.65,23,14.2,23
SWIM,upper,2025-07-09,6.82,1.32,-32.8,141,0.61,4.86,14.81,-80.36,-18.91,168.5,60.5,4.32,2.0,,-6.78,4,-6.78,4,-6.78,4,-6.78,4,-6.78,4,-9.21,4,-9.21,4,-9.21,4,-9.21,4,-9.21,4,-11.8,5,-11.8,5,-11.8,5,-11.8,5,-11.8,5
SWIM,upper,2025-08-06,7.34,6.78,-32.0,23,1.78,3.8,7.62,-78.87,-12.72,138.31,67.7,4.16,2.0,,-1.23,60,-1.23,60,-1.23,60,11.41,12,15.22,13,-1.23,60,-1.23,60,-1.23,60,11.41,12,15.22,13,-1.23,60,-1.23,60,-1.23,60,11.41,12,15.22,13
SWIM,upper,2026-03-31,5.37,0.24,-32.0,186,1.16,5.3,-16.61,-84.54,-40.11,17.76,36.4,6.2,3.0,,-5.85,2,-5.85,2,-5.85,2,-5.85,2,-5.85,2,-12.67,30,20.0,12,-12.67,30,15.91,12,21.22,12,19.37,60,20.0,12,19.37,60,15.91,12,21.22,12
SWIM,upper,2026-04-08,5.67,6.66,-32.0,191,0.99,4.92,-10.71,-83.67,-36.76,24.34,47.9,4.77,4.0,,-14.68,25,-14.68,25,-14.68,25,14.76,7,-14.68,25,-17.14,25,-17.14,25,-17.14,25,14.76,7,-17.14,25,9.35,60,9.35,60,9.35,60,14.76,7,9.35,60
SWIM,under,2021-11-11,21.8,2.8,38.2,65,2.04,6.11,61.96,-37.23,-37.23,71.79,82.1,10.16,,12.0,-4.1,37,20.0,13,-4.1,37,18.33,12,24.44,24,-7.03,38,20.0,13,-7.03,38,18.33,12,24.44,24,-9.95,39,20.0,13,-9.95,39,18.33,12,24.44,24
SWIM,under,2021-11-17,22.36,4.9,38.2,69,0.64,7.15,55.17,-35.62,-35.62,76.2,75.3,10.03,,13.0,-7.7,33,20.0,9,-7.7,33,21.46,20,-7.7,33,-11.15,34,20.0,9,-11.15,34,21.46,20,-11.15,34,-14.47,36,20.0,9,-14.47,36,21.46,20,-14.47,36
SWIM,under,2021-11-24,23.26,8.42,38.2,74,0.65,7.7,53.53,-33.03,-33.03,83.29,75.9,11.57,,14.0,-12.09,28,-12.09,28,-12.09,28,-12.09,28,-12.09,28,-15.69,30,-15.69,30,-15.69,30,-15.69,30,-15.69,30,-18.92,35,-18.92,35,-18.92,35,-18.92,35,-18.92,35
SWIM,under,2021-12-17,22.17,1.24,38.2,90,2.03,9.35,1.09,-36.16,-36.16,74.7,46.1,15.86,,15.0,-8.91,13,-8.91,13,-8.91,13,-8.91,13,-8.91,13,-13.33,15,-13.33,15,-13.33,15,-13.33,15,-13.33,15,-17.23,21,-17.23,21,-17.23,21,-17.23,21,-17.23,21
SWKH,upper,2020-05-21,10.18,1.86,-40.8,50,1.23,3.09,12.36,-90.8,-9.51,109.9,59.3,0.06,2.0,,1.18,60,1.18,60,1.18,60,1.18,60,1.18,60,1.18,60,1.18,60,1.18,60,1.18,60,1.18,60,1.18,60,1.18,60,1.18,60,1.18,60,1.18,60
SWKH,upper,2020-07-10,9.9,6.33,-40.8,84,0.2,4.99,-3.79,-91.05,-12.0,104.12,47.5,0.56,3.0,,18.38,60,20.0,30,18.38,60,14.98,30,19.97,30,18.38,60,20.0,30,18.38,60,14.98,30,19.97,30,18.38,60,20.0,30,18.38,60,14.98,30,19.97,30
SWKH,upper,2021-06-10,13.33,0.87,-31.4,40,0.61,2.34,7.33,-87.95,-4.99,45.52,62.3,0.13,2.0,,16.2,60,20.0,56,16.2,60,7.02,50,9.37,51,16.2,60,20.0,56,16.2,60,7.02,50,9.37,51,16.2,60,20.0,56,16.2,60,7.02,50,9.37,51
SWKH,upper,2022-04-25,15.06,3.55,-26.8,25,5.83,3.16,3.79,-86.39,-7.27,23.44,60.6,0.2,2.0,,-6.57,60,-6.57,60,-6.57,60,-6.57,60,-6.57,60,-6.57,60,-6.57,60,-6.57,60,-6.57,60,-6.57,60,-6.57,60,-6.57,60,-6.57,60,-6.57,60,-6.57,60
SWKH,upper,2022-09-09,13.15,1.7,-26.8,120,1.76,1.92,-6.87,-88.11,-17.81,3.3,32.7,0.12,3.0,,15.21,60,15.21,60,15.21,60,5.77,17,7.69,17,15.21,60,15.21,60,15.21,60,5.77,17,7.69,17,15.21,60,15.21,60,15.21,60,5.77,17,7.69,17
SWKH,upper,2023-11-03,12.9,0.69,-23.5,140,1.07,1.21,2.87,-88.34,-18.56,6.7,66.3,0.06,2.0,,-2.01,1,-2.01,1,-2.01,1,-2.01,1,-2.01,1,-2.61,1,-2.61,1,-2.61,1,-2.61,1,-2.61,1,5.81,60,5.81,60,5.81,60,3.64,19,4.85,24
SWKH,upper,2023-11-07,12.91,0.99,-23.5,142,0.91,1.42,2.62,-88.33,-18.5,6.78,62.9,0.06,3.0,,-2.61,2,-2.61,2,-2.61,2,-2.61,2,-2.61,2,-3.32,2,-3.32,2,-3.32,2,-3.32,2,-3.32,2,2.25,60,2.25,60,2.25,60,4.27,18,5.69,22
SWKH,upper,2023-11-10,12.8,0.45,-23.5,145,0.67,1.66,1.83,-88.43,-19.19,5.87,54.2,0.06,4.0,,-2.21,1,-2.21,1,-2.21,1,-2.21,1,-2.21,1,4.92,60,4.92,60,4.92,60,4.99,14,6.65,20,4.92,60,4.92,60,4.92,60,4.99,14,6.65,20
SWKH,upper,2023-11-14,12.84,0.98,-23.5,147,1.14,1.76,2.72,-88.39,-18.94,6.2,54.6,0.06,5.0,,-2.94,2,-2.94,2,-2.94,2,-2.94,2,-2.94,2,3.35,60,3.35,60,3.35,60,5.27,17,7.03,18,3.35,60,3.35,60,3.35,60,5.27,17,7.03,18
SWKH,upper,2023-11-20,13.02,2.83,-23.5,151,2.57,2.12,3.42,-88.23,-17.8,7.69,58.7,0.07,6.0,,1.54,60,1.54,60,1.54,60,6.35,14,8.47,17,1.54,60,1.54,60,1.54,60,6.35,14,8.47,17,1.54,60,1.54,60,1.54,60,6.35,14,8.47,17
SWKH,upper,2025-01-13,12.92,0.13,-20.8,102,0.67,2.71,-2.56,-88.32,-11.81,7.67,53.1,0.11,2.0,,4.1,60,4.1,60,4.1,60,8.14,52,4.1,60,4.1,60,4.1,60,4.1,60,8.14,52,4.1,60,4.1,60,4.1,60,4.1,60,8.14,52,4.1,60
SWKH,upper,2025-01-15,13.11,1.79,-20.8,104,0.52,2.45,-0.46,-88.15,-10.51,9.25,56.6,0.11,3.0,,9.0,60,9.0,60,9.0,60,7.34,50,9.0,60,9.0,60,9.0,60,9.0,60,7.34,50,9.0,60,9.0,60,9.0,60,9.0,60,7.34,50,9.0,60
SWKH,upper,2025-04-25,14.6,20.84,-20.8,173,1.18,8.06,5.19,-86.8,-10.1,27.51,54.6,0.43,4.0,,4.45,60,4.45,60,4.45,60,4.45,60,4.45,60,4.45,60,4.45,60,4.45,60,4.45,60,4.45,60,4.45,60,4.45,60,4.45,60,4.45,60,4.45,60
SWKH,under,2020-04-06,8.21,2.09,8.5,299,0.63,17.3,-25.97,-92.58,-27.02,69.28,44.7,0.03,,4.0,19.24,60,20.0,2,19.24,60,19.24,60,19.24,60,19.24,60,20.0,2,19.24,60,19.24,60,19.24,60,19.24,60,20.0,2,19.24,60,19.24,60,19.24,60
SWTX,upper,2020-11-02,58.59,1.39,-82.9,6,0.69,6.16,17.53,-7.44,-7.44,244.24,60.1,25.6,2.0,,-10.92,5,-10.92,5,-10.92,5,-10.92,5,-10.92,5,42.19,60,20.0,12,40.0,51,18.47,10,24.62,26,42.19,60,20.0,12,40.0,51,18.47,10,24.62,26
SWTX,upper,2020-11-10,60.41,9.03,-82.9,12,0.92,7.92,2.01,-9.77,-9.77,254.94,55.7,19.25,3.0,,54.78,60,20.0,20,40.0,45,23.77,21,31.69,31,54.78,60,20.0,20,40.0,45,23.77,21,31.69,31,54.78,60,20.0,20,40.0,45,23.77,21,31.69,31
SWTX,under,2022-01-28,52.57,5.96,62.3,473,1.04,8.88,-15.66,-45.51,-45.51,7.29,37.3,27.43,,2.0,-4.19,54,20.0,33,-4.19,54,-4.19,54,-4.19,54,-8.03,57,20.0,33,-8.03,57,-8.03,57,-8.03,57,-12.06,59,20.0,33,-12.06,59,-12.06,59,-12.06,59
SWTX,under,2022-03-15,53.21,1.05,62.3,504,1.26,8.5,-4.33,-44.85,-40.71,13.09,45.5,21.08,,5.0,-5.07,23,20.0,5,-5.07,23,-5.07,23,-5.07,23,-8.72,26,20.0,5,-8.72,26,-8.72,26,-8.72,26,-12.57,28,20.0,5,-12.57,28,-12.57,28,-12.57,28
SWX,upper,2022-03-10,72.31,1.43,-10.1,54,0.75,3.77,7.57,-22.2,-5.19,15.62,59.9,22.56,2.0,,28.96,60,20.0,26,28.96,60,11.32,14,15.1,24,28.96,60,20.0,26,28.96,60,11.32,14,15.1,24,28.96,60,20.0,26,28.96,60,11.32,14,15.1,24
SWX,upper,2022-11-11,66.45,0.21,-10.1,225,1.58,3.54,-3.36,-30.51,-30.51,6.15,38.7,38.86,3.0,,-3.8,1,-3.8,1,-3.8,1,-3.8,1,-3.8,1,-6.53,24,-6.53,24,-6.53,24,-6.53,24,-6.53,24,-8.47,28,-8.47,28,-8.47,28,-8.47,28,-8.47,28
SWX,upper,2022-11-18,66.8,0.95,-10.1,230,0.77,3.8,-5.05,-30.14,-30.14,6.71,45.0,39.69,4.0,,-5.54,19,-5.54,19,-5.54,19,-5.54,19,-5.54,19,-7.44,19,-7.44,19,-7.44,19,-7.44,19,-7.44,19,-9.5,23,-9.5,23,-9.5,23,-9.5,23,-9.5,23
SWX,upper,2023-08-09,67.46,4.89,-28.3,295,1.74,2.01,3.83,-29.45,-19.31,25.41,63.9,26.08,2.0,,-8.91,18,-8.91,18,-8.91,18,-8.91,18,-8.91,18,-9.92,18,-9.92,18,-9.92,18,-9.92,18,-9.92,18,-11.17,20,-11.17,20,-11.17,20,-11.17,20,-11.17,20
SWX,upper,2023-08-21,63.86,0.35,-28.3,303,0.61,2.38,-3.72,-33.21,-23.61,18.72,46.3,25.48,3.0,,-4.04,10,-4.04,10,-4.04,10,-4.04,10,-4.04,10,-5.23,10,-5.23,10,-5.23,10,-5.23,10,-5.23,10,-9.36,33,-9.36,33,-9.36,33,-9.36,33,-9.36,33
SWX,upper,2023-08-23,64.08,0.96,-28.3,305,0.74,2.31,-4.84,-32.98,-23.35,19.13,47.9,25.74,4.0,,-4.31,8,-4.31,8,-4.31,8,-4.31,8,-4.31,8,-5.46,8,-5.46,8,-5.46,8,-5.46,8,-5.46,8,-9.55,31,-9.55,31,-9.55,31,-9.55,31,-9.55,31
SWX,upper,2023-09-13,63.04,1.18,-28.3,319,1.21,1.83,-1.82,-34.07,-23.51,17.2,50.9,23.93,5.0,,-4.42,11,-4.42,11,-4.42,11,-4.42,11,-4.42,11,-5.59,13,-5.59,13,-5.59,13,-5.59,13,-5.59,13,-6.5,13,-6.5,13,-6.5,13,-6.5,13,-6.5,13
SWX,upper,2024-01-25,59.83,0.32,-24.9,116,1.36,2.35,-6.65,-37.43,-12.05,11.23,39.9,20.87,2.0,,-3.68,9,-3.68,9,-3.68,9,-3.68,9,-3.68,9,24.1,60,20.0,28,24.1,60,7.04,23,9.39,23,24.1,60,20.0,28,24.1,60,7.04,23,9.39,23
SWX,upper,2024-01-29,60.17,1.12,-24.9,118,1.03,2.23,-5.82,-37.07,-11.55,11.86,43.1,21.33,3.0,,-4.12,7,-4.12,7,-4.12,7,-4.12,7,-4.12,7,25.06,60,20.0,26,25.06,60,6.69,21,8.92,21,25.06,60,20.0,26,25.06,60,6.69,21,8.92,21
SWX,upper,2024-02-01,59.93,1.06,-24.9,121,1.73,2.14,-6.59,-37.32,-11.91,11.41,44.3,23.13,4.0,,-3.63,4,-3.63,4,-3.63,4,-3.63,4,-3.63,4,24.53,60,20.0,23,24.53,60,6.41,18,8.54,18,24.53,60,20.0,23,24.53,60,6.41,18,8.54,18
SWX,upper,2024-02-09,59.12,0.37,-24.9,127,0.81,2.23,-4.17,-38.17,-13.1,9.91,44.2,22.82,5.0,,29.04,60,20.0,16,29.04,60,6.69,9,8.92,12,29.04,60,20.0,16,29.04,60,6.69,9,8.92,12,29.04,60,20.0,16,29.04,60,6.69,9,8.92,12
SWX,upper,2024-02-15,60.25,2.76,-24.9,131,0.84,2.32,-0.15,-36.99,-11.44,12.01,51.3,23.73,6.0,,25.88,60,20.0,13,25.88,60,6.96,8,9.28,8,25.88,60,20.0,13,25.88,60,6.96,8,9.28,8,25.88,60,20.0,13,25.88,60,6.96,8,9.28,8
SWX,upper,2025-07-16,77.0,0.21,-6.8,157,0.72,1.89,6.46,-19.47,-4.09,19.73,61.7,44.9,2.0,,3.03,60,3.03,60,3.03,60,3.03,60,3.03,60,3.03,60,3.03,60,3.03,60,3.03,60,3.03,60,3.03,60,3.03,60,3.03,60,3.03,60,3.03,60
SXC,upper,2024-01-18,10.25,0.76,-9.0,2316,1.16,2.53,1.99,-58.28,-8.48,52.76,47.5,5.91,2.0,,3.51,60,3.51,60,3.51,60,7.59,10,10.12,11,3.51,60,3.51,60,3.51,60,7.59,10,10.12,11,3.51,60,3.51,60,3.51,60,7.59,10,10.12,11
SXC,upper,2024-05-02,10.13,2.33,-9.0,2389,1.1,3.25,-9.15,-58.77,-11.76,50.97,38.6,6.4,3.0,,-6.58,29,-6.58,29,-6.58,29,-6.58,29,-6.58,29,7.31,60,7.31,60,7.31,60,9.75,55,7.31,60,7.31,60,7.31,60,7.31,60,9.75,55,7.31,60
SXC,upper,2024-06-28,9.8,0.44,-9.0,2428,2.34,2.15,-4.95,-60.11,-14.63,28.1,47.8,5.88,4.0,,-3.51,25,20.0,22,-3.51,25,6.45,10,8.6,10,-4.59,25,20.0,22,-4.59,25,6.45,10,8.6,10,-5.66,25,20.0,22,-5.66,25,6.45,10,8.6,10
SXC,upper,2024-07-10,9.81,0.81,-9.0,2435,0.62,2.31,0.41,-60.07,-14.55,21.56,47.5,5.53,5.0,,-3.77,18,20.0,15,-3.77,18,6.92,3,9.23,4,-4.93,18,20.0,15,-4.93,18,6.92,3,9.23,4,-6.08,18,20.0,15,-6.08,18,6.92,3,9.23,4
SXI,upper,2021-10-28,109.69,2.8,-2.1,161,1.18,1.78,10.9,-3.95,-0.26,85.48,71.5,5.33,2.0,,-4.69,22,-4.69,22,-4.69,22,5.35,6,7.14,6,-5.58,22,-5.58,22,-5.58,22,5.35,6,7.14,6,-6.49,23,-6.49,23,-6.49,23,5.35,6,7.14,6
SXI,upper,2021-12-08,106.61,0.15,-2.1,189,0.67,2.7,-10.18,-12.21,-12.21,45.01,43.3,6.1,3.0,,-2.88,3,-2.88,3,-2.88,3,-2.88,3,-2.88,3,-4.22,3,-4.22,3,-4.22,3,-4.22,3,-4.22,3,-5.59,5,-5.59,5,-5.59,5,-5.59,5,-5.59,5
SXI,upper,2023-09-18,147.07,0.54,-75.1,22,0.54,2.47,-6.57,-12.88,-12.88,81.84,43.5,8.78,2.0,,-4.41,60,-4.41,60,-4.41,60,-4.41,60,-4.41,60,-4.41,60,-4.41,60,-4.41,60,-4.41,60,-4.41,60,-4.41,60,-4.41,60,-4.41,60,-4.41,60,-4.41,60
SXI,upper,2023-09-22,144.41,0.92,-75.1,26,0.66,2.8,-7.52,-14.45,-14.45,78.37,41.2,8.87,3.0,,2.01,60,2.01,60,2.01,60,2.01,60,2.01,60,2.01,60,2.01,60,2.01,60,2.01,60,2.01,60,2.01,60,2.01,60,2.01,60,2.01,60,2.01,60
SXI,upper,2023-09-27,143.6,2.03,-75.1,29,0.67,2.51,-8.61,-14.93,-14.93,77.35,42.2,8.82,4.0,,7.72,60,7.72,60,7.72,60,7.53,60,7.72,60,7.72,60,7.72,60,7.72,60,7.53,60,7.72,60,7.72,60,7.72,60,7.72,60,7.53,60,7.72,60
SXI,upper,2026-07-30,287.25,3.29,-96.0,8,1.03,4.13,-17.57,-21.06,-21.06,75.91,41.8,47.18,2.0,,14.09,10,14.09,10,14.09,10,12.39,3,16.52,5,14.09,10,14.09,10,14.09,10,12.39,3,16.52,5,14.09,10,14.09,10,14.09,10,12.39,3,16.52,5
SXI,under,2020-11-17,76.7,1.21,21.4,319,1.11,4.59,21.38,-32.84,-6.11,104.53,68.9,3.85,,47.0,-4.02,23,-4.02,23,-4.02,23,-4.02,23,-4.02,23,20.09,60,20.0,57,20.09,60,13.78,33,18.38,56,20.09,60,20.0,57,20.09,60,13.78,33,18.38,56
SXI,under,2020-11-23,77.83,2.39,21.4,323,0.65,4.21,21.23,-31.85,-4.73,107.55,68.6,4.05,,48.0,-5.11,19,-5.11,19,-5.11,19,-5.11,19,-5.11,19,24.22,60,20.0,56,24.22,60,12.64,49,16.86,53,24.22,60,20.0,56,24.22,60,12.64,49,16.86,53
SXI,under,2020-12-04,79.97,4.55,21.4,331,0.95,3.25,16.37,-29.97,-2.11,113.25,64.2,3.98,,50.0,-6.8,11,-6.8,11,-6.8,11,-6.8,11,-6.8,11,25.97,60,20.0,51,25.97,60,9.76,44,13.02,44,25.97,60,20.0,51,25.97,60,9.76,44,13.02,44
SXI,under,2022-02-04,98.86,3.07,21.4,625,1.7,3.21,-10.78,-18.59,-18.59,15.1,35.9,4.76,,55.0,-2.07,54,-2.07,54,-2.07,54,9.62,30,-2.07,54,-3.59,55,-3.59,55,-3.59,55,9.62,30,-3.59,55,-5.2,55,-5.2,55,-5.2,55,9.62,30,-5.2,55
SXI,under,2022-04-06,100.5,1.45,21.4,667,1.61,2.41,-5.1,-17.24,-17.24,16.45,41.1,3.7,,56.0,-2.92,12,-2.92,12,-2.92,12,-2.92,12,-2.92,12,-4.13,12,-4.13,12,-4.13,12,-4.13,12,-4.13,12,-5.25,13,-5.25,13,-5.25,13,-5.25,13,-5.25,13
SXI,under,2023-02-06,117.5,0.98,21.4,876,1.1,2.49,11.98,-3.57,-3.57,48.7,67.4,7.17,,108.0,-2.84,8,-2.84,8,-2.84,8,-2.84,8,-2.84,8,-3.7,13,-3.7,13,-3.7,13,-3.7,13,-3.7,13,-4.1,24,-4.1,24,-4.1,24,-4.1,24,-4.1,24
SXI,under,2023-04-17,121.0,0.21,21.4,924,0.48,2.32,5.94,-1.6,-1.6,53.13,56.9,7.82,,120.0,-1.99,7,-1.99,7,-1.99,7,-1.99,7,-1.99,7,15.16,60,20.0,36,15.16,60,6.95,14,9.26,15,15.16,60,20.0,36,15.16,60,6.95,14,9.26,15
SXI,under,2023-04-27,121.65,0.13,21.4,932,1.0,2.11,1.95,-1.07,-1.07,53.95,56.6,6.94,,122.0,-1.85,5,-1.85,5,-1.85,5,-1.85,5,-1.85,5,17.17,60,20.0,28,17.17,60,6.32,6,8.42,7,17.17,60,20.0,28,17.17,60,6.32,6,8.42,7
SXI,under,2023-11-06,138.18,2.67,21.4,1065,1.42,2.94,-9.46,-18.14,-18.14,43.46,37.9,6.01,,124.0,-5.46,1,-5.46,1,-5.46,1,-5.46,1,-5.46,1,8.11,60,8.11,60,8.11,60,8.81,26,11.75,32,8.11,60,8.11,60,8.11,60,8.81,26,11.75,32
SXI,under,2023-11-21,136.19,0.34,21.4,1076,0.5,3.32,-4.79,-19.32,-19.32,41.39,42.0,6.59,,126.0,17.94,60,20.0,58,17.94,60,9.97,15,13.29,21,17.94,60,20.0,58,17.94,60,9.97,15,13.29,21,17.94,60,20.0,58,17.94,60,9.97,15,13.29,21
SXI,under,2023-12-04,138.35,1.3,21.4,1084,0.9,2.23,2.14,-18.04,-18.04,43.64,50.3,6.66,,128.0,26.74,60,20.0,50,26.74,60,6.7,7,8.93,7,26.74,60,20.0,50,26.74,60,6.7,7,8.93,7,26.74,60,20.0,50,26.74,60,6.7,7,8.93,7
SXT,upper,2020-11-13,72.4,2.48,-5.4,16,0.51,3.17,5.76,-14.8,-3.85,89.33,64.9,26.25,2.0,,7.04,60,7.04,60,7.04,60,7.04,60,7.04,60,7.04,60,7.04,60,7.04,60,7.04,60,7.04,60,7.04,60,7.04,60,7.04,60,7.04,60,7.04,60
SXT,upper,2020-11-20,70.66,0.12,-5.4,21,0.99,3.13,0.54,-16.85,-6.16,84.78,56.5,25.31,3.0,,10.87,60,10.87,60,10.87,60,9.38,30,10.87,60,10.87,60,10.87,60,10.87,60,9.38,30,10.87,60,10.87,60,10.87,60,10.87,60,9.38,30,10.87,60
SXT,upper,2021-09-21,90.21,0.01,-49.6,7,1.01,2.08,3.79,-3.88,-3.88,65.61,54.6,21.42,2.0,,8.39,60,8.39,60,8.39,60,6.24,18,8.31,18,8.39,60,8.39,60,8.39,60,6.24,18,8.31,18,8.39,60,8.39,60,8.39,60,6.24,18,8.31,18
SXT,upper,2022-08-10,85.98,3.4,-28.8,45,0.65,2.31,8.57,-19.13,-19.13,18.2,56.9,18.84,2.0,,-7.55,15,-7.55,15,-7.55,15,-7.55,15,-7.55,15,-8.96,17,-8.96,17,-8.96,17,-8.96,17,-8.96,17,-10.11,17,-10.11,17,-10.11,17,-10.11,17,-10.11,17
SXT,upper,2023-06-06,76.83,2.3,-20.2,38,1.38,2.26,1.29,-27.74,-14.0,21.62,58.9,8.21,2.0,,-5.39,10,-5.39,10,-5.39,10,-5.39,10,-5.39,10,-6.6,11,-6.6,11,-6.6,11,-6.6,11,-6.6,11,-7.82,12,-7.82,12,-7.82,12,-7.82,12,-7.82,12
SXT,upper,2023-06-15,75.33,0.94,-20.2,45,1.07,2.68,1.98,-29.15,-15.68,19.25,51.6,9.09,3.0,,-3.87,3,-3.87,3,-3.87,3,-3.87,3,-3.87,3,-5.3,4,-5.3,4,-5.3,4,-5.3,4,-5.3,4,-6.73,5,-6.73,5,-6.73,5,-6.73,5,-6.73,5
SXT,upper,2026-04-23,99.23,0.67,-26.3,48,2.04,3.04,14.33,-18.36,-18.36,26.78,62.2,32.25,2.0,,9.81,60,20.0,1,9.81,60,9.11,1,12.14,1,9.81,60,20.0,1,9.81,60,9.11,1,12.14,1,9.81,60,20.0,1,9.81,60,9.11,1,12.14,1
SYBT,upper,2020-09-14,41.91,1.37,-4.0,185,0.98,2.58,-2.87,-12.78,-6.3,82.38,48.5,2.45,2.0,,-3.94,1,-3.94,1,-3.94,1,-3.94,1,-3.94,1,-5.25,2,-5.25,2,-5.25,2,-5.25,2,-5.25,2,-6.55,3,-6.55,3,-6.55,3,-6.55,3,-6.55,3
SYBT,upper,2022-08-30,66.59,0.01,-1.5,161,0.77,1.95,-2.06,-8.49,-8.49,31.01,43.5,3.41,2.0,,-1.97,2,-1.97,2,-1.97,2,-1.97,2,-1.97,2,11.62,60,11.62,60,11.62,60,5.85,15,7.8,33,11.62,60,11.62,60,11.62,60,5.85,15,7.8,33
SYBT,upper,2022-09-07,67.3,1.11,-1.5,166,1.02,1.93,-2.7,-7.52,-7.52,32.4,49.5,3.75,3.0,,10.07,60,10.07,60,10.07,60,5.79,26,7.72,28,10.07,60,10.07,60,10.07,60,5.79,26,7.72,28,10.07,60,10.07,60,10.07,60,5.79,26,7.72,28
