date,equity,open_positions,cash
2025-11-06,90307.2,18,258.54
2025-11-07,89694.27,17,4759.36
2025-11-10,90655.66,17,4818.18
2025-11-11,91032.2,17,4818.18
2025-11-12,90708.23,17,4818.18
2025-11-13,89437.94,17,4318.18
2025-11-14,88765.72,17,4318.18
2025-11-17,87045.28,17,3319.49
2025-11-18,86614.76,17,3319.49
2025-11-19,86307.87,17,2671.87
2025-11-20,85377.6,17,2172.63
2025-11-21,88217.33,17,2172.63
2025-11-24,88321.07,17,2172.63
2025-11-25,90869.94,17,2519.32
2025-11-26,91286.6,17,2519.32
2025-11-28,91109.25,17,2519.32
2025-12-01,91006.13,17,2673.4
2025-12-02,90802.59,17,2673.4
2025-12-03,91949.81,17,2673.4
2025-12-04,91452.85,17,3127.95
2025-12-05,91436.49,17,3202.05
2025-12-08,91260.52,17,3202.05
2025-12-09,91309.62,17,4115.44
2025-12-10,93241.6,17,4115.44
2025-12-11,94231.55,17,4115.44
2025-12-12,94078.37,17,4609.97
2025-12-15,93689.88,17,4609.97
2025-12-16,92717.3,17,4609.97
2025-12-17,92816.64,17,4655.19
2025-12-18,93045.05,17,4562.49
2025-12-19,92060.19,17,4562.49
2025-12-22,92295.06,17,4562.49
2025-12-23,91840.87,17,4562.49
2025-12-24,92259.09,17,4562.49
2025-12-26,92441.05,17,4562.49
2025-12-29,91036.48,17,4562.49
2025-12-30,90653.44,17,4562.49
2025-12-31,89638.03,17,4562.49
2026-01-02,89676.44,17,4562.49
2026-01-05,90408.51,17,4562.49
2026-01-06,91687.09,17,4562.49
2026-01-07,91790.38,17,4562.49
2026-01-08,92989.35,18,325.31
2026-01-09,92443.75,18,1325.52
2026-01-12,93403.06,18,1325.52
2026-01-13,93465.28,18,1015.14
2026-01-14,94596.84,18,2015.79
2026-01-15,95347.4,18,2502.74
2026-01-16,94620.59,18,2502.74
2026-01-20,93812.23,18,1969.71
2026-01-21,95798.96,18,1969.71
2026-01-22,96951.71,18,2971.54
2026-01-23,95026.02,18,2971.54
2026-01-26,95323.9,18,3019.46
2026-01-27,94744.33,18,2518.6
2026-01-28,94109.21,18,2518.6
2026-01-29,95247.61,18,2030.09
2026-01-30,94881.64,18,1530.09
2026-02-02,95954.04,18,1530.09
2026-02-03,96087.72,18,1031.92
2026-02-04,96562.29,18,1275.82
2026-02-05,96749.63,18,2275.44
2026-02-06,98527.73,18,4072.02
2026-02-09,98447.85,19,73.18
2026-02-10,98344.43,18,4573.95
2026-02-11,97359.48,18,3454.75
2026-02-12,96112.57,18,2954.92
2026-02-13,97263.33,18,2954.92
2026-02-17,96557.7,18,2964.17
2026-02-18,96157.89,18,3964.98
2026-02-19,96021.02,18,3465.56
2026-02-20,96428.86,18,3465.56
2026-02-23,94410.48,18,2965.25
2026-02-24,95473.6,18,2965.25
2026-02-25,96610.5,18,2965.25
2026-02-26,96322.96,18,2964.07
2026-02-27,93716.13,18,2464.38
2026-03-02,94999.33,18,2963.24
2026-03-03,94077.4,18,2463.0
2026-03-04,94852.88,18,2463.0
2026-03-05,93501.7,18,2463.0
2026-03-06,91771.17,18,1963.84
2026-03-09,90520.58,18,48.16
2026-03-10,90229.81,18,48.16
2026-03-11,89880.13,18,48.16
2026-03-12,88306.63,17,4548.57
2026-03-13,87853.12,17,3460.59
2026-03-16,88159.11,17,3460.59
2026-03-17,88448.61,17,3460.59
2026-03-18,87337.87,17,3460.59
2026-03-19,87238.66,17,2960.5
2026-03-20,85276.51,17,2459.97
2026-03-23,87022.05,17,2459.97
2026-03-24,87457.37,17,3401.0
2026-03-25,87562.67,17,3401.0
2026-03-26,87311.08,17,3401.0
2026-03-27,85867.6,17,3401.0
2026-03-30,86251.72,17,2832.97
2026-03-31,86922.63,17,2832.97
2026-04-01,87223.09,17,2333.45
2026-04-02,87848.3,17,2333.45
2026-04-06,88458.9,17,2209.59
2026-04-07,88357.42,17,2209.59
2026-04-08,90214.65,17,2765.01
2026-04-09,90898.24,16,7265.27
2026-04-10,90670.78,17,2265.27
2026-04-13,91220.09,17,2265.27
2026-04-14,91394.31,17,2265.27
2026-04-15,91519.0,16,6765.06
2026-04-16,91602.14,17,1765.06
2026-04-17,93618.66,17,1714.68
2026-04-20,93793.23,15,12214.59
2026-04-21,93888.0,15,13214.22
2026-04-22,93866.15,17,4214.39
2026-04-23,93337.62,17,3714.39
2026-04-24,93264.67,17,3737.42
2026-04-27,93213.74,17,4350.03
2026-04-28,93611.88,17,4889.74
2026-04-29,92514.98,18,203.58
2026-04-30,93560.69,18,203.58
2026-05-01,94413.24,18,203.58
2026-05-04,93846.0,18,203.58
2026-05-05,94769.4,18,1665.96
2026-05-06,94022.31,18,1665.96
2026-05-07,93490.52,18,2166.79
2026-05-08,93569.44,18,2166.79
2026-05-11,92112.87,17,7159.13
2026-05-12,92063.1,17,6659.32
2026-05-13,91972.15,18,1659.32
2026-05-14,93445.82,18,1659.32
2026-05-15,91801.88,18,1659.32
2026-05-18,94703.22,18,2659.32
2026-05-19,94173.26,18,2659.32
2026-05-20,95466.35,18,2693.08
2026-05-21,95224.99,18,2693.08
2026-05-22,96396.91,18,2693.08
2026-05-26,97470.9,18,3693.08
2026-05-27,97277.45,18,5179.49
2026-05-28,96991.74,19,179.49
2026-05-29,95936.23,19,179.49
2026-06-01,95797.46,18,4679.49
2026-06-02,95881.04,18,4679.49
2026-06-03,95437.3,19,679.49
2026-06-04,97263.21,19,679.49
2026-06-05,96753.51,19,679.49
2026-06-08,97067.05,19,679.49
2026-06-09,98398.96,19,679.49
2026-06-10,99207.3,19,1676.51
2026-06-11,100038.5,19,1676.51
2026-06-12,101078.64,19,1676.51
2026-06-15,99915.99,19,2176.31
2026-06-16,99288.17,19,2176.31
2026-06-17,97950.27,19,1854.12
2026-06-18,98451.06,19,1351.79
2026-06-22,98717.76,19,1325.19
2026-06-23,99794.71,19,1325.19
2026-06-24,100131.67,19,1864.56
2026-06-25,100088.66,19,2278.77
2026-06-26,102177.72,19,2298.49
2026-06-29,101535.78,19,2298.49
2026-06-30,101283.24,19,3299.85
2026-07-01,102702.15,19,4297.93
2026-07-02,103198.48,19,4978.91
2026-07-06,102938.67,20,479.71
2026-07-07,102378.81,19,4980.4
2026-07-08,101450.34,19,4980.4
2026-07-09,101643.19,19,4980.4
2026-07-10,102432.14,20,245.15
2026-07-13,102132.98,20,245.15
2026-07-14,102755.14,20,245.15
2026-07-15,104089.9,20,245.15
2026-07-16,106258.99,20,1032.15
2026-07-17,105412.93,20,2032.15
2026-07-20,104817.54,20,2266.26
2026-07-21,105679.41,20,2266.26
2026-07-22,104846.39,20,2266.26
2026-07-23,104084.44,20,2266.26
2026-07-24,104567.55,20,2107.15
2026-07-27,105349.15,20,2628.31
2026-07-28,107047.04,20,2628.31
2026-07-29,106475.19,20,2628.31
2026-07-30,105110.69,20,3628.31
2026-07-31,104324.88,20,2796.24
2026-08-03,105684.48,20,2796.24
2026-08-04,104377.8,20,1798.01
2026-08-05,103875.57,20,1798.01
2026-08-06,103503.76,20,1297.86
2026-08-07,103451.11,20,1271.88
2026-08-10,102048.35,20,775.32
2026-08-11,102431.48,20,775.32
2026-08-12,103161.36,20,941.22
